REFERENCIA;DESCRICAO;DATA_CADASTRO;UNIDADE;ATIVO;GRUPO;MARCA;GENERO;MATERIAL;TIPO_REPOSICAO;FORNECEDOR_TAG;FORNECEDOR_CNPJ;PRECO_CUSTO;FOTO
09.424.92.KIT;CAMISETA MARE ALTA MASC;07/01/2025;UN;S;CAMISETA MC MASC;JUREMA PROMO;MASC;OUTROS;AGRUPADO;VESTIR BEM IND E COM DE CONFEC LTDA;;236.87;
27.186.74.MEN;BODY ATELIE SUL;05/05/2024;UN;S;BODY FEMIN;VENTO LESTE L;FEM;ALGODÃO;;TRAMA FINA IND E COM DE CONFEC LTDA;;146.15;
60.989.30.000;BLAZER ATELIE SUL FEM;03/04/2024;PAR;S;BLAZER FEMIN;VENTO LESTE L;FEM;MOLETOM;AGRUPADO;CONFEC PRAIANA IND E COM DE CONFEC LTDA;;251.61;
36.315.83.ABC;SAIA BOSSA;07/06/2026;PC;S;SAIA JEANS FEMIN;LUMIERE L;FEM;ALGODÃO;AGRUPADO;ATELIE NORTE IND E COM DE CONFEC LTDA;;202.24;
73.746.94.KIT;SAIA RAIZ;10/05/2018;UN;S;SAIA TECIDO FEMIN;BOSSA L;FEM;COURO;AGRUPADO;CONFEC PRAIANA IND E COM DE CONFEC LTDA;;254.76;
86.205.45.XPT;SAIA RAIZ FEM;17/06/2020;PC;S;SAIA JEANS FEMIN;BOSSA L;FEM;OUTROS;;VESTIR BEM IND E COM DE CONFEC LTDA;;201.01;
88.248.43.FEM;CALCA CARIOCA CRU MASC;13/02/2025;UN;S;CALÇA JEANS MASC;PRAIANO L;MASC;OUTROS;INDIVIDUAL;PONTO CERTO IND E COM DE CONFEC LTDA;;129.82;
39.346.04.000;SAPATO BOSSA;05/10/2023;PC;S;CALÇADO FEMIN;ATELIE SUL L;FEM;OUTROS;AGRUPADO;COSTURA VIVA IND E COM DE CONFEC LTDA;;221.51;
96.537.81.XPT;CALCA NOS MASC;01/01/2018;UN;S;CALÇA TECIDO FEMIN;NOS L;FEM;COMBO;;PONTO CERTO IND E COM DE CONFEC LTDA;;104.41;
84.003.58.XPT;VESTIDO SAVANA FEM;12/06/2024;PC;S;VESTIDO MIDI FEMIN;URUCUM L;FEM;ALGODÃO;AGRUPADO;VESTIR BEM IND E COM DE CONFEC LTDA;;38.88;
81.670.16.XPT;CAMISETA CARIOCA CRU MASC;14/11/2020;PC;N;CAMISETA MC MASC;VENTO LESTE L;MASC;ALGODÃO;;VESTIR BEM IND E COM DE CONFEC LTDA;;264.26;
78.644.74.KIT;JAQUETA SAVANA;20/06/2018;PC;S;JAQUETA FEMIN;BOSSA N;FEM;JEANS;INDIVIDUAL;VESTIR BEM IND E COM DE CONFEC LTDA;;99.20;
73.655.72.000;VESTIDO ICARO MASC;01/02/2024;UN;S;VESTIDO CURTO FEMIN;ATELIE SUL PROMO;FEM;OUTROS;AGRUPADO;COSTURA VIVA IND E COM DE CONFEC LTDA;;122.24;
16.280.98.MEN;BLUSA ICARO FEM;20/01/2018;PC;S;BLUSA FEMIN;HORIZONTE L;FEM;OUTROS;AGRUPADO;PONTO CERTO IND E COM DE CONFEC LTDA;;81.33;
81.298.30.KIT;VESTIDO TROPICAL CO;09/06/2024;PC;S;VESTIDO LONGO FEMIN;PRAIANO L;FEM;OUTROS;;MODA SUL IND E COM DE CONFEC LTDA;;275.97;
01.447.59.000;BOLSA ICARO;06/01/2024;PC;S;BOLSA FEMIN;SAVANA N;FEM;OUTROS;;LINHA MESTRA IND E COM DE CONFEC LTDA;;215.10;
49.620.09.MEN;CINTO TROPICAL CO MASC;16/01/2021;PC;S;CINTO FEMIN;ATELIE SUL N;FEM;LINHO;AGRUPADO;COSTURA VIVA IND E COM DE CONFEC LTDA;;159.95;
70.891.04.000;TOP BOSSA MASC;13/05/2018;UN;N;TOP CROPPED FEMIN;BOSSA L;FEM;MOLETOM;INDIVIDUAL;COSTURA VIVA IND E COM DE CONFEC LTDA;;314.31;
32.157.44.KIT;VESTIDO ZENITE;02/07/2023;PAR;S;VESTIDO CURTO FEMIN;ESSENCE N;FEM;JEANS;AGRUPADO;ATELIE NORTE IND E COM DE CONFEC LTDA;;206.45;
99.514.66.000;SAIA LUMIERE;24/10/2020;PC;S;SAIA TECIDO FEMIN;TROPICAL CO PROMO;FEM;OUTROS;AGRUPADO;TECELAGEM ORLA IND E COM DE CONFEC LTDA;;146.22;
36.794.44.XPT;BLAZER GAROA;25/12/2021;PAR;S;BLAZER FEMIN;VENTO LESTE N;FEM;OUTROS;INDIVIDUAL;TECELAGEM ORLA IND E COM DE CONFEC LTDA;;172.98;
10.015.50.FEM;BOLSA CARIOCA CRU FEM;06/04/2019;PC;S;BOLSA FEMIN;ORLA N;FEM;ALGODÃO;AGRUPADO;CONFEC PRAIANA IND E COM DE CONFEC LTDA;;44.21;
70.837.48.000;POLO QUINTAL FEM;10/09/2019;PC;S;POLO MASC;RAIZ L;MASC;ALGODÃO;INDIVIDUAL;TRAMA FINA IND E COM DE CONFEC LTDA;;113.57;
70.835.56.XPT;MACACAO HORIZONTE MASC;05/12/2018;PC;S;MACACAO FEMIN;ICARO L;FEM;SARJA;INDIVIDUAL;TEXTIL DUNA IND E COM DE CONFEC LTDA;;275.03;
48.579.33.000;CALCA VENTO LESTE FEM;18/08/2023;PAR;S;CALÇA JEANS MASC;ICARO N;MASC;OUTROS;;TECELAGEM ORLA IND E COM DE CONFEC LTDA;;117.89;
31.913.07.MEN;SAPATO PRAIANO MASC;16/10/2021;PC;N;CALÇADO FEMIN;ZENITE N;FEM;ALGODÃO;INDIVIDUAL;LINHA MESTRA IND E COM DE CONFEC LTDA;;262.96;
98.069.34.ABC;VESTIDO CARIOCA CRU FEM;15/05/2025;PC;S;VESTIDO UNICO FEMIN;SAVANA L;FEM;OUTROS;INDIVIDUAL;CONFEC PRAIANA IND E COM DE CONFEC LTDA;;26.00;
72.554.78.000;CALCA TROPICAL CO FEM;17/08/2022;PC;S;CALÇA JEANS FEMIN;BOSSA L;FEM;ALGODÃO;AGRUPADO;VESTIR BEM IND E COM DE CONFEC LTDA;;298.44;
29.792.74.000;POLO ICARO FEM;25/08/2020;UN;S;POLO MASC;MARE ALTA N;MASC;OUTROS;;COSTURA VIVA IND E COM DE CONFEC LTDA;;232.79;
51.681.54.XPT;BODY MARE ALTA MASC;18/10/2021;PC;S;BODY FEMIN;ICARO N;FEM;ALGODÃO;;ATELIE NORTE IND E COM DE CONFEC LTDA;;94.10;
54.916.25.FEM;CALCA CARIOCA CRU;11/07/2018;PC;S;CALÇA JEANS FEMIN;BOSSA N;FEM;NYLON;;TEXTIL DUNA IND E COM DE CONFEC LTDA;;124.07;
00.779.16.XPT;BIQUINI PRAIANO;26/06/2018;PC;S;BIQUINI / MAIO FEMIN;SAVANA L;FEM;JEANS;AGRUPADO;TEXTIL DUNA IND E COM DE CONFEC LTDA;;204.97;
69.048.99.MEN;BOLSA NOS FEM;12/09/2020;PC;S;BOLSA FEMIN;SAVANA N;FEM;OUTROS;AGRUPADO;VESTIR BEM IND E COM DE CONFEC LTDA;;205.45;
40.780.28.XPT;SAPATO GAROA;04/08/2022;PC;S;CALÇADO MASC;GAROA N;MASC;ALGODÃO;AGRUPADO;COSTURA VIVA IND E COM DE CONFEC LTDA;;305.98;
22.357.53.MEN;PERFUME LUMIERE;12/10/2024;PC;S;PERFUMARIA FEMIN;RAIZ N;FEM;COURO;INDIVIDUAL;TEXTIL DUNA IND E COM DE CONFEC LTDA;;108.01;
38.494.16.000;TOP PRAIANO MASC;06/03/2025;UN;S;TOP CROPPED FEMIN;GAROA L;FEM;SARJA;INDIVIDUAL;TRAMA FINA IND E COM DE CONFEC LTDA;;88.33;
16.368.82.FEM;BLUSA ICARO MASC;22/11/2023;PC;S;BLUSA FEMIN;MARE ALTA N;FEM;ALGODÃO;;CONFEC PRAIANA IND E COM DE CONFEC LTDA;;43.12;
97.770.46.000;CONJ URUCUM MASC;12/02/2023;PC;N;CONJUNTO FEMIN;DUNA PROMO;FEM;OUTROS;;VESTIR BEM IND E COM DE CONFEC LTDA;;247.08;
94.836.76.ABC;REGATA TROPICAL CO FEM;13/05/2018;PC;S;REGATA FEMIN;KAIROS N;FEM;OUTROS;;MALHARIA MARE IND E COM DE CONFEC LTDA;;294.46;
30.388.37.ABC;MOLETOM URUCUM MASC;10/10/2023;UN;S;MOLETOM FEMIN;QUINTAL N;FEM;OUTROS;INDIVIDUAL;MODA SUL IND E COM DE CONFEC LTDA;;227.40;
77.635.45.KIT;CALCA SAVANA MASC;05/09/2019;PC;S;CALÇA JEANS MASC;ZENITE L;MASC;OUTROS;;TRAMA FINA IND E COM DE CONFEC LTDA;;93.81;
61.490.93.000;CAMISA DUNA FEM;04/03/2020;PAR;S;CAMISA ML MASC;ORLA L;MASC;MOLETOM;INDIVIDUAL;ATELIE NORTE IND E COM DE CONFEC LTDA;;35.66;
81.981.83.KIT;CAMISETA KAIROS;02/08/2023;PC;S;CAMISETA FEMIN;DUNA L;FEM;OUTROS;INDIVIDUAL;PONTO CERTO IND E COM DE CONFEC LTDA;;87.82;
49.788.98.ABC;CINTO ZENITE;28/11/2020;PC;S;CINTO FEMIN;URUCUM N;FEM;COMBO;;ATELIE NORTE IND E COM DE CONFEC LTDA;;31.10;
62.302.85.000;BERMUDA TROPICAL CO;08/04/2025;PC;S;BERMUDA JEANS FEMIN;VENTO LESTE N;FEM;OUTROS;;TEXTIL DUNA IND E COM DE CONFEC LTDA;;319.43;
61.364.53.FEM;BODY ZENITE;26/03/2020;PC;N;BODY FEMIN;SAVANA N;FEM;OUTROS;AGRUPADO;FIO NOBRE IND E COM DE CONFEC LTDA;;78.91;
96.237.35.000;CAMISA DUNA;23/11/2026;UN;N;CAMISA ML MASC;LUMIERE N;MASC;NYLON;INDIVIDUAL;TECELAGEM ORLA IND E COM DE CONFEC LTDA;;125.67;
03.821.63.XPT;BLUSA FLORADA FEM;15/04/2025;PC;N;BLUSA FEMIN;GAROA N;FEM;NYLON;;CONFEC PRAIANA IND E COM DE CONFEC LTDA;;227.66;
18.691.81.FEM;PERFUME QUINTAL MASC;14/01/2020;UN;S;PERFUMARIA FEMIN;KAIROS L;FEM;JEANS;INDIVIDUAL;MALHARIA MARE IND E COM DE CONFEC LTDA;;297.79;
58.980.21.KIT;VESTIDO GAROA;23/03/2018;PC;N;VESTIDO MIDI FEMIN;ATELIE SUL N;FEM;OUTROS;;PONTO CERTO IND E COM DE CONFEC LTDA;;227.78;
83.911.87.MEN;MACACAO FLORADA FEM;25/10/2018;PAR;N;MACACAO FEMIN;CARIOCA CRU L;FEM;SARJA;AGRUPADO;TEXTIL DUNA IND E COM DE CONFEC LTDA;;164.13;
01.279.45.XPT;BODY JUREMA MASC;26/12/2025;UN;N;BODY FEMIN;ZENITE L;FEM;OUTROS;;TRAMA FINA IND E COM DE CONFEC LTDA;;298.46;
98.823.38.KIT;CONJ NOS FEM;06/05/2021;PC;S;CONJUNTO FEMIN;TROPICAL CO L;FEM;JEANS;AGRUPADO;VESTIR BEM IND E COM DE CONFEC LTDA;;191.76;
83.662.06.ABC;BLAZER ATELIE SUL MASC;16/11/2018;UN;S;BLAZER FEMIN;URUCUM L;FEM;ALGODÃO;AGRUPADO;TRAMA FINA IND E COM DE CONFEC LTDA;;112.72;
14.904.61.MEN;VESTIDO HORIZONTE FEM;01/12/2024;PC;S;VESTIDO CURTO FEMIN;URUCUM N;FEM;OUTROS;;VESTIR BEM IND E COM DE CONFEC LTDA;;296.31;
23.561.33.XPT;POLO PRAIANO;25/12/2024;PC;S;POLO MASC;JUREMA PROMO;MASC;ALGODÃO;INDIVIDUAL;LINHA MESTRA IND E COM DE CONFEC LTDA;;68.65;
33.603.26.ABC;SAIA GAROA;07/02/2023;PC;S;SAIA JEANS FEMIN;VENTO LESTE L;FEM;ALGODÃO;INDIVIDUAL;FIO NOBRE IND E COM DE CONFEC LTDA;;70.47;
48.258.41.MEN;BLAZER MARE ALTA FEM;14/04/2023;PC;S;BLAZER FEMIN;DUNA N;FEM;SARJA;INDIVIDUAL;MALHARIA MARE IND E COM DE CONFEC LTDA;;83.34;
89.663.19.ABC;BLUSA PRAIANO FEM;19/11/2023;PC;N;BLUSA FEMIN;ATELIE SUL PROMO;FEM;OUTROS;INDIVIDUAL;ATELIE NORTE IND E COM DE CONFEC LTDA;;101.76;
37.458.19.000;VESTIDO ORLA FEM;24/12/2021;PC;S;VESTIDO MIDI FEMIN;NOS PROMO;FEM;OUTROS;AGRUPADO;VESTIR BEM IND E COM DE CONFEC LTDA;;101.03;
01.573.71.KIT;CASACO ZENITE FEM;15/12/2018;PAR;S;CASACO FEMIN;FLORADA L;FEM;POLIÉSTER;;COSTURA VIVA IND E COM DE CONFEC LTDA;;96.94;
03.197.18.FEM;CAMISETA FLORADA MASC;12/10/2022;PAR;S;CAMISETA FEMIN;NOS L;FEM;POLIÉSTER;;VESTIR BEM IND E COM DE CONFEC LTDA;;80.92;
75.702.86.000;POLO PRAIANO MASC;05/08/2026;PC;S;POLO MASC;ORLA L;MASC;COMBO;INDIVIDUAL;COSTURA VIVA IND E COM DE CONFEC LTDA;;205.27;
54.499.16.000;CAMISETA TROPICAL CO;19/05/2021;PC;S;CAMISETA FEMIN;GAROA PROMO;FEM;OUTROS;AGRUPADO;CONFEC PRAIANA IND E COM DE CONFEC LTDA;;266.90;
78.139.98.ABC;BERMUDA ZENITE FEM;17/11/2022;UN;N;BERMUDA JEANS FEMIN;BOSSA L;FEM;SARJA;;PONTO CERTO IND E COM DE CONFEC LTDA;;309.54;
51.862.57.FEM;CALCA SAVANA FEM;20/09/2026;PC;S;CALÇA TECIDO FEMIN;TROPICAL CO PROMO;FEM;OUTROS;AGRUPADO;MODA SUL IND E COM DE CONFEC LTDA;;252.93;
79.898.30.KIT;BERMUDA RAIZ MASC;19/08/2022;PC;N;BERMUDA JEANS FEMIN;PRAIANO N;FEM;OUTROS;;VESTIR BEM IND E COM DE CONFEC LTDA;;54.46;
35.803.97.000;BODY MARE ALTA FEM;22/10/2025;PC;S;BODY FEMIN;ORLA N;FEM;POLIÉSTER;;PONTO CERTO IND E COM DE CONFEC LTDA;;210.70;
41.627.66.000;CAMISETA ORLA;20/08/2018;PC;S;CAMISETA FEMIN;ZENITE L;FEM;ALGODÃO;INDIVIDUAL;TEXTIL DUNA IND E COM DE CONFEC LTDA;;144.74;
33.477.77.XPT;CAMISA ZENITE;08/09/2026;PC;N;CAMISA ML MASC;QUINTAL N;MASC;JEANS;;PONTO CERTO IND E COM DE CONFEC LTDA;;52.44;
86.449.23.FEM;VESTIDO ATELIE SUL;17/01/2025;PC;S;VESTIDO MIDI FEMIN;URUCUM N;FEM;OUTROS;INDIVIDUAL;VESTIR BEM IND E COM DE CONFEC LTDA;;21.55;
97.665.15.XPT;MACACAO PRAIANO;07/09/2025;PC;N;MACACAO FEMIN;FLORADA L;FEM;OUTROS;INDIVIDUAL;FIO NOBRE IND E COM DE CONFEC LTDA;;141.02;
87.131.75.000;CALCA QUINTAL MASC;21/09/2024;PC;S;CALÇA JEANS FEMIN;GAROA PROMO;FEM;OUTROS;;PONTO CERTO IND E COM DE CONFEC LTDA;;67.82;
65.949.78.FEM;CAMISA VENTO LESTE MASC;04/12/2021;PC;S;CAMISA ML MASC;SAVANA L;MASC;OUTROS;AGRUPADO;VESTIR BEM IND E COM DE CONFEC LTDA;;310.29;
36.413.22.ABC;CAMISETA MARE ALTA MASC;04/03/2026;PC;S;CAMISETA FEMIN;HORIZONTE L;;OUTROS;INDIVIDUAL;CONFEC PRAIANA IND E COM DE CONFEC LTDA;;28.49;
64.443.68.MEN;POLO GAROA FEM;28/06/2024;PC;S;POLO MASC;ICARO L;MASC;OUTROS;INDIVIDUAL;COSTURA VIVA IND E COM DE CONFEC LTDA;;61.76;
87.454.79.MEN;SAPATO GAROA;07/03/2025;PAR;N;CALÇADO MASC;VENTO LESTE L;MASC;OUTROS;AGRUPADO;PONTO CERTO IND E COM DE CONFEC LTDA;;311.09;
58.294.55.FEM;BERMUDA ZENITE FEM;09/10/2018;PC;S;BERMUDA TECIDO FEMIN;OUTROS;FEM;ALGODÃO;;LINHA MESTRA IND E COM DE CONFEC LTDA;;115.61;
61.168.13.FEM;CONJ RAIZ MASC;13/06/2018;UN;S;CONJUNTO FEMIN;TROPICAL CO N;FEM;OUTROS;;VESTIR BEM IND E COM DE CONFEC LTDA;;242.19;
16.806.19.KIT;VESTIDO JUREMA;28/07/2024;PC;N;VESTIDO UNICO FEMIN;TROPICAL CO PROMO;FEM;COURO;AGRUPADO;MALHARIA MARE IND E COM DE CONFEC LTDA;;98.17;
30.157.03.000;CASACO PRAIANO MASC;06/04/2022;PAR;S;CASACO FEMIN;URUCUM L;FEM;OUTROS;;CONFEC PRAIANA IND E COM DE CONFEC LTDA;;13.41;
66.235.68.FEM;CINTO GAROA FEM;23/05/2024;PAR;S;CINTO FEMIN;ZENITE PROMO;FEM;ALGODÃO;;MODA SUL IND E COM DE CONFEC LTDA;;296.75;
85.171.66.XPT;BIQUINI HORIZONTE FEM;06/07/2019;PAR;S;BIQUINI / MAIO FEMIN;QUINTAL N;FEM;OUTROS;INDIVIDUAL;VESTIR BEM IND E COM DE CONFEC LTDA;;38.01;
98.502.61.FEM;BOLSA CARIOCA CRU;19/02/2025;UN;S;BOLSA FEMIN;JUREMA N;FEM;JEANS;;TECELAGEM ORLA IND E COM DE CONFEC LTDA;;130.40;
50.805.74.XPT;CINTO ZENITE;24/11/2021;PC;N;CINTO FEMIN;MARE ALTA N;FEM;OUTROS;INDIVIDUAL;LINHA MESTRA IND E COM DE CONFEC LTDA;;27.45;
45.315.58.ABC;CAMISA PRAIANO;15/09/2022;PC;N;CAMISA CHEMISE FEMIN;NOS N;FEM;NYLON;AGRUPADO;ATELIE NORTE IND E COM DE CONFEC LTDA;;27.84;
72.234.40.MEN;PERFUME TROPICAL CO FEM;09/02/2019;PC;S;PERFUMARIA FEMIN;OUTROS;FEM;OUTROS;INDIVIDUAL;ATELIE NORTE IND E COM DE CONFEC LTDA;;19.13;
05.715.83.ABC;CAMISETA ATELIE SUL MASC;21/03/2024;PC;S;CAMISETA MC MASC;MARE ALTA PROMO;MASC;OUTROS;;COSTURA VIVA IND E COM DE CONFEC LTDA;;274.55;
24.087.67.ABC;CAMISETA SAVANA;13/07/2019;PC;S;CAMISETA MC MASC;QUINTAL L;MASC;OUTROS;INDIVIDUAL;COSTURA VIVA IND E COM DE CONFEC LTDA;;136.49;
81.711.86.FEM;SAIA FLORADA;16/06/2023;UN;S;SAIA JEANS FEMIN;OUTROS;FEM;ALGODÃO;;ATELIE NORTE IND E COM DE CONFEC LTDA;;73.66;
75.298.20.ABC;BIQUINI ZENITE;25/11/2019;PC;S;BIQUINI / MAIO FEMIN;ICARO N;FEM;OUTROS;;CONFEC PRAIANA IND E COM DE CONFEC LTDA;;223.58;
18.931.62.ABC;BODY MARE ALTA FEM;27/09/2024;PAR;S;BODY FEMIN;FLORADA N;FEM;COMBO;INDIVIDUAL;FIO NOBRE IND E COM DE CONFEC LTDA;;102.62;
09.111.21.MEN;SAIA ZENITE FEM;14/05/2018;UN;S;SAIA TECIDO FEMIN;DUNA N;FEM;NYLON;INDIVIDUAL;VESTIR BEM IND E COM DE CONFEC LTDA;;281.50;
17.323.56.FEM;VESTIDO CARIOCA CRU FEM;17/02/2019;PC;S;VESTIDO UNICO FEMIN;ESSENCE L;FEM;OUTROS;INDIVIDUAL;ATELIE NORTE IND E COM DE CONFEC LTDA;;226.58;
78.117.91.KIT;CALCA PRAIANO FEM;27/05/2024;UN;S;CALÇA JEANS FEMIN;ZENITE PROMO;FEM;OUTROS;AGRUPADO;TEXTIL DUNA IND E COM DE CONFEC LTDA;;290.38;
23.085.36.XPT;CASACO URUCUM MASC;22/06/2023;UN;S;CASACO FEMIN;DUNA N;FEM;OUTROS;INDIVIDUAL;LINHA MESTRA IND E COM DE CONFEC LTDA;;281.48;
85.926.67.XPT;CALCA BOSSA FEM;18/01/2020;PC;S;CALÇA JEANS MASC;KAIROS PROMO;MASC;NYLON;INDIVIDUAL;CONFEC PRAIANA IND E COM DE CONFEC LTDA;;232.95;
51.646.58.XPT;PERFUME PRAIANO FEM;08/05/2021;UN;S;PERFUMARIA FEMIN;GAROA L;FEM;OUTROS;AGRUPADO;MODA SUL IND E COM DE CONFEC LTDA;;42.00;
20.676.83.KIT;CALCA CARIOCA CRU FEM;27/09/2021;PC;S;CALÇA TECIDO FEMIN;NOS L;FEM;LINHO;INDIVIDUAL;LINHA MESTRA IND E COM DE CONFEC LTDA;;205.28;
40.597.48.XPT;BERMUDA HORIZONTE;07/05/2026;UN;S;BERMUDA TECIDO FEMIN;LUMIERE L;FEM;OUTROS;;MALHARIA MARE IND E COM DE CONFEC LTDA;;56.08;
75.722.19.ABC;SAPATO CARIOCA CRU MASC;02/05/2023;PC;S;CALÇADO FEMIN;OUTROS;FEM;OUTROS;INDIVIDUAL;PONTO CERTO IND E COM DE CONFEC LTDA;;230.26;
69.664.30.000;CALCA LUMIERE MASC;01/11/2021;PC;S;CALÇA JEANS FEMIN;JUREMA PROMO;FEM;JEANS;INDIVIDUAL;ATELIE NORTE IND E COM DE CONFEC LTDA;;141.13;
06.765.87.MEN;VESTIDO ORLA FEM;25/05/2022;PC;S;VESTIDO CURTO FEMIN;SAVANA N;FEM;OUTROS;AGRUPADO;PONTO CERTO IND E COM DE CONFEC LTDA;;90.75;
46.735.84.XPT;SAIA PRAIANO;20/08/2022;PC;S;SAIA JEANS FEMIN;CARIOCA CRU L;FEM;OUTROS;;COSTURA VIVA IND E COM DE CONFEC LTDA;;187.00;
76.534.62.XPT;BODY QUINTAL FEM;25/04/2020;PC;S;BODY FEMIN;GAROA PROMO;FEM;OUTROS;AGRUPADO;ATELIE NORTE IND E COM DE CONFEC LTDA;;176.64;
13.174.07.FEM;CAMISETA ZENITE FEM;08/01/2019;PC;N;CAMISETA MC MASC;VENTO LESTE L;MASC;OUTROS;;FIO NOBRE IND E COM DE CONFEC LTDA;;178.25;
01.862.63.XPT;CALCA RAIZ FEM;25/01/2019;PC;S;CALÇA JEANS FEMIN;ATELIE SUL N;FEM;OUTROS;INDIVIDUAL;FIO NOBRE IND E COM DE CONFEC LTDA;;310.33;
29.777.88.FEM;CONJ KAIROS MASC;18/07/2018;PC;S;CONJUNTO FEMIN;HORIZONTE L;FEM;OUTROS;INDIVIDUAL;MODA SUL IND E COM DE CONFEC LTDA;;255.96;
65.062.79.FEM;BLAZER JUREMA FEM;28/07/2021;UN;S;BLAZER FEMIN;SAVANA L;FEM;JEANS;AGRUPADO;TECELAGEM ORLA IND E COM DE CONFEC LTDA;;253.09;
19.945.76.XPT;VESTIDO HORIZONTE;01/12/2019;PC;S;VESTIDO CURTO FEMIN;QUINTAL PROMO;FEM;ALGODÃO;;LINHA MESTRA IND E COM DE CONFEC LTDA;;296.52;
33.457.44.XPT;CINTO JUREMA;04/02/2023;PAR;S;CINTO FEMIN;ZENITE N;FEM;OUTROS;;COSTURA VIVA IND E COM DE CONFEC LTDA;;142.71;
72.108.42.ABC;VESTIDO ATELIE SUL;08/09/2020;PAR;S;VESTIDO MIDI FEMIN;PRAIANO N;FEM;OUTROS;AGRUPADO;MODA SUL IND E COM DE CONFEC LTDA;;204.97;
93.124.63.KIT;SAIA FLORADA FEM;18/02/2025;PC;S;SAIA JEANS FEMIN;ICARO N;FEM;OUTROS;AGRUPADO;ATELIE NORTE IND E COM DE CONFEC LTDA;;36.46;
18.188.31.000;TOP MARE ALTA FEM;24/10/2024;UN;S;TOP CROPPED FEMIN;NOS N;FEM;OUTROS;AGRUPADO;MODA SUL IND E COM DE CONFEC LTDA;;289.76;
89.627.68.000;BLAZER ICARO MASC;02/02/2023;PC;S;BLAZER FEMIN;JUREMA L;FEM;OUTROS;;FIO NOBRE IND E COM DE CONFEC LTDA;;192.67;
73.094.73.KIT;SAIA VENTO LESTE;08/04/2019;PC;S;SAIA JEANS FEMIN;OUTROS;FEM;JEANS;AGRUPADO;PONTO CERTO IND E COM DE CONFEC LTDA;;116.82;
95.545.23.000;BODY SAVANA;11/03/2021;PC;S;BODY FEMIN;MARE ALTA L;FEM;OUTROS;INDIVIDUAL;TECELAGEM ORLA IND E COM DE CONFEC LTDA;;234.90;
60.448.70.XPT;CINTO HORIZONTE MASC;28/01/2026;PC;S;CINTO FEMIN;ORLA N;FEM;OUTROS;AGRUPADO;LINHA MESTRA IND E COM DE CONFEC LTDA;;257.61;
87.949.56.ABC;SAPATO URUCUM MASC;22/04/2020;PAR;S;CALÇADO MASC;DUNA L;MASC;COMBO;INDIVIDUAL;MALHARIA MARE IND E COM DE CONFEC LTDA;;74.99;
65.777.66.FEM;BLAZER KAIROS MASC;22/11/2023;UN;N;BLAZER FEMIN;RAIZ L;FEM;OUTROS;AGRUPADO;PONTO CERTO IND E COM DE CONFEC LTDA;;57.97;
41.130.23.FEM;SAIA KAIROS MASC;26/03/2023;PC;S;SAIA JEANS FEMIN;KAIROS L;FEM;ALGODÃO;;LINHA MESTRA IND E COM DE CONFEC LTDA;;225.57;
84.487.29.000;VESTIDO HORIZONTE MASC;15/08/2018;PC;N;VESTIDO UNICO FEMIN;LUMIERE L;FEM;SARJA;INDIVIDUAL;COSTURA VIVA IND E COM DE CONFEC LTDA;;201.67;
03.417.50.KIT;SAPATO ORLA;25/11/2018;PAR;S;CALÇADO MASC;DUNA L;MASC;OUTROS;INDIVIDUAL;VESTIR BEM IND E COM DE CONFEC LTDA;;241.67;
62.115.65.XPT;MACACAO ICARO;12/03/2025;PC;N;MACACAO FEMIN;GAROA N;FEM;ALGODÃO;INDIVIDUAL;CONFEC PRAIANA IND E COM DE CONFEC LTDA;;120.79;
04.050.91.MEN;SAIA ZENITE FEM;28/02/2018;PC;N;SAIA JEANS FEMIN;HORIZONTE L;FEM;OUTROS;;PONTO CERTO IND E COM DE CONFEC LTDA;;112.91;
65.878.77.KIT;CALCA HORIZONTE;11/05/2022;UN;S;CALÇA TECIDO FEMIN;DUNA N;FEM;OUTROS;AGRUPADO;VESTIR BEM IND E COM DE CONFEC LTDA;;116.45;
78.467.82.000;BERMUDA BOSSA MASC;09/10/2019;PC;S;BERMUDA TECIDO FEMIN;JUREMA L;FEM;POLIÉSTER;INDIVIDUAL;PONTO CERTO IND E COM DE CONFEC LTDA;;81.25;
43.896.34.ABC;SAPATO ICARO FEM;08/05/2025;UN;S;CALÇADO MASC;CARIOCA CRU N;MASC;OUTROS;;MALHARIA MARE IND E COM DE CONFEC LTDA;;143.18;
44.613.31.KIT;CAMISA KAIROS MASC;26/02/2020;PC;S;CAMISA ML MASC;KAIROS PROMO;MASC;OUTROS;AGRUPADO;MODA SUL IND E COM DE CONFEC LTDA;;38.96;
33.344.27.000;BODY FLORADA;20/02/2019;UN;S;BODY FEMIN;GAROA L;FEM;OUTROS;AGRUPADO;COSTURA VIVA IND E COM DE CONFEC LTDA;;127.18;
17.221.18.KIT;BLAZER ZENITE FEM;13/12/2026;PC;N;BLAZER FEMIN;JUREMA N;FEM;OUTROS;AGRUPADO;TECELAGEM ORLA IND E COM DE CONFEC LTDA;;167.03;
34.535.41.KIT;CAMISA SAVANA;20/09/2023;PC;S;CAMISA ML MASC;MARE ALTA N;MASC;MOLETOM;AGRUPADO;ATELIE NORTE IND E COM DE CONFEC LTDA;;101.38;
78.272.67.ABC;CALCA JUREMA FEM;13/09/2021;PC;S;CALÇA TECIDO FEMIN;FLORADA L;FEM;LINHO;;COSTURA VIVA IND E COM DE CONFEC LTDA;;307.86;
